294,S N SEAN BAILE MOR,Cork,47,34,81,-8.47586,52.218
299,SCOIL NAOMH EOIN,Cork,55,52,107,-8.22732,51.9888
300,CLOCHAR NA TOIRBHIRTE,Cork,18,70,88,-8.59037,52.2182
301,KYLE N S,Cork,28,17,45,-7.9428,51.953
302,BALLYVONGANE MIXED N S,Cork,20,19,39,-8.85853,51.9316
332,SN CILL MHIC ABHAIDH,Cork,23,24,47,-9.13754,51.5817
333,BURNFORT N S,Cork,84,42,126,-8.59736,52.0668
334,DRUIMNE N S,Cork,34,27,61,-8.79915,52.3143
335,KILMAGNER N S,Cork,36,25,61,-8.16981,52.1242
336,Shandrum National School,Cork,92,63,155,-8.76707,52.3452
337,S N IOSEPH,Cork,15,10,25,-9.20476,51.633
338,WHITEGATE MIXED N S,Cork,42,54,96,-8.23485,51.823
